county,year,election_type,municipality,district_name,office,term_years,is_unexpired,seats_available,candidates_filed,candidate_count,is_uncontested,seats_unfilled,seats_unfilled_observed,source_url,source_document,source_page,also_on
hunterdon,2023,general,,CLINTON -GLEN GARDNER SCHOOL DISTRICT,School Board Member,3,False,2,Meghan Moore; Dan Brkich,2,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,3,
hunterdon,2023,general,,HUNTERDON CENTRAL REGIONAL HIGH SCHOOL,School Board Member,3,False,1,Dorothea Kellogg; Maria Prendamano,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,1,
hunterdon,2023,general,ALEXANDRIA TOWNSHIP,,School Board Member,3,False,3,Renee Bagley; Eric Joseph; Marybeth Madlinger; Marci Nardone,4,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,2,
hunterdon,2023,general,ALEXANDRIA TOWNSHIP,DELAWARE VALLEY REGIONAL HIGH SCHOOL,School Board Member,3,False,1,Elizabeth Strochak; William C. Metz Jr.; William R. Prouty,3,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,1,
hunterdon,2023,general,ALEXANDRIA TOWNSHIP,DELAWARE VALLEY REGIONAL HIGH SCHOOL,School Board Member,3,False,1,Thomas Loughlin,1,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,1,
hunterdon,2023,general,BETHLEHEM TOWNSHIP,,School Board Member,3,False,3,Daniel P. MacDonnell; Jenny Holmes,2,True,1,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,2,
hunterdon,2023,general,BLOOMSBURY BOROUGH,,School Board Member,3,False,1,Daniela Albright,1,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,2,
hunterdon,2023,general,CALIFON BOROUGH,,School Board Member,3,False,2,Rita G. Lemley; Netz Sacro,2,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,2,
hunterdon,2023,general,CALIFON BOROUGH/TEWKSBURY TOWNSHIP,NORTH HUNTERDON - VOORHEES REGIONAL HIGH SCHOOL DISTRICT,School Board Member,3,False,1,Kristina Cagno; Debra Bonomi,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,1,
hunterdon,2023,general,CITY OF LAMBERTVILLE,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,School Board Member,3,False,2,Roni Todd-Marino; Meagan Elaine Warner,2,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,2,
hunterdon,2023,general,CLINTON TOWN/FRANKLIN TOWNSHIP/GLEN GARDNER BOROUGH,NORTH HUNTERDON - VOORHEES REGIONAL HIGH SCHOOL DISTRICT,School Board Member,3,False,1,Shelley Crisologo; Brendan McIsaac,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,2,
hunterdon,2023,general,CLINTON TOWNSHIP,,School Board Member,3,False,3,Lana Brennan; Matthew Fernandes; Stacie- Ann Creighton,3,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,3,
hunterdon,2023,general,CLINTON TOWNSHIP/LEBANON BOROUGH,NORTH HUNTERDON - VOORHEES REGIONAL HIGH SCHOOL DISTRICT,School Board Member,3,False,2,Cynthia Reyes; Bryan R. Chapman; Robert Kirchberger; Lorenzo Forlini,4,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,1,
hunterdon,2023,general,DELAWARE TOWNSHIP,,School Board Member,3,False,3,Jennifer Martin; Adam Pate; John Kafarski,3,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,3,
hunterdon,2023,general,EAST AMWELL TOWNSHIP,,School Board Member,3,False,3,Paul Hutchins; Carole Ammann; Peter J. Miller,3,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,3,
hunterdon,2023,general,FRANKLIN TOWNSHIP,FLEMINGTON-RARITAN REGIONAL SCHOOL DIST.,School Board Member,3,False,2,Colleen Cummins; Craig Metz,2,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,3,
hunterdon,2023,general,FRENCHTOWN BOROUGH,,School Board Member,3,False,3,Adam Blackburn; Julie Klein; Erinn Nakahara,3,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,3,
hunterdon,2023,general,HAMPTON BOROUGH,,School Board Member,3,False,1,Heather Burd,1,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,3,
hunterdon,2023,general,HAMPTON BOROUGH,,School Board Member,2,True,1,Nicole Panaro,1,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,3,
hunterdon,2023,general,HIGH BRIDGE BOROUGH,,School Board Member,3,False,2,Erin Delgado; Cynthia Sharkey,2,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,4,
hunterdon,2023,general,HOLLAND TOWNSHIP,,School Board Member,3,False,2,Laurie Hance; John Uderman; Nickolas Moustakas,3,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,4,
hunterdon,2023,general,HOLLAND TOWNSHIP,,School Board Member,1,True,1,,0,True,1,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,4,
hunterdon,2023,general,KINGWOOD TOWNSHIP,,School Board Member,3,False,3,Nicholas Defeo; Shannon E. Sklodowsky; Carrie Price Knospe; Mandi Valachovic; Geffrey Vitale,5,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,4,
hunterdon,2023,general,KINGWOOD TOWNSHIP,DELAWARE VALLEY REGIONAL HIGH SCHOOL,School Board Member,3,False,1,Anna Gaspari; Tanya Drake,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,1,
hunterdon,2023,general,LEBANON BOROUGH,,School Board Member,3,False,1,Benedict F. Valliere,1,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,4,
hunterdon,2023,general,LEBANON TOWNSHIP,,School Board Member,3,False,3,Jennifer Ronkiewicz; Justin Tibbetts,2,True,1,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,4,
hunterdon,2023,general,MILFORD BOROUGH,,School Board Member,3,False,3,Laura Hanson; Teresa Kane,2,True,1,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,4,
hunterdon,2023,general,RARITAN TOWNSHIP,,School Board Member,3,False,1,Sandra Gong; Claudia Gray,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,1,
hunterdon,2023,general,RARITAN TOWNSHIP,,School Board Member,3,False,3,Susan Mitcheltree; Courtney Angiuli; Chris Smolk; Stephen Puglia; Valerie Bart; Jaclyn Arce; Ryan Birkenstock; William Bentley,8,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,5,
hunterdon,2023,general,READINGTON TOWNSHIP,,School Board Member,3,False,1,Lisa Santangelo; Pamela Cassidy,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,1,
hunterdon,2023,general,READINGTON TOWNSHIP,,School Board Member,3,False,3,Ellen DePinto; Christina M. Napoli; Carol Hample; Elizabeth Fiore; Jodi Bettermann,5,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,5,
hunterdon,2023,general,TEWKSBURY TOWNSHIP,,School Board Member,3,False,3,Suleyka Munoz; Connie Wygera; Michael Infusino; Robert Baumgaertner [withdrew]; Andrew Fingerman; William Simon,5,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,5,
hunterdon,2023,general,UNION TOWNSHIP,,School Board Member,3,False,3,Nicole Rasavage; Paige Livingston; Louis Palma; Amelia Lamonde,4,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,5,
hunterdon,2023,general,WEST AMWELL TOWNSHIP,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,School Board Member,3,False,1,Michael Strouse; Jennifer Batchellor,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/12466/UnOfficial-School-Board-Candidates-2023-filed-candidates-PDF,school-board-candidates.pdf,2,
hunterdon,2024,general,,CLINTON -GLEN GARDNER SCHOOL DISTRICT,School Board Member,3,False,2,Theresa Tsakalakos; Ashley Dunker,2,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,3,
hunterdon,2024,general,ALEXANDRIA TOWNSHIP,,School Board Member,3,False,3,Caterina Dobak; Michael Small; Doug Walker; Lorraine Hubbard,4,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,3,
hunterdon,2024,general,ALEXANDRIA TOWNSHIP,,School Board Member,1,True,1,,0,True,1,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,3,
hunterdon,2024,general,ALEXANDRIA TOWNSHIP,DELAWARE VALLEY REGIONAL HIGH SCHOOL,School Board Member,3,False,1,Elizabeth Strochak; Marci Nardone,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,1,
hunterdon,2024,general,BETHLEHEM TOWNSHIP,,School Board Member,3,False,2,Jennifer Seibert,1,True,1,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,3,
hunterdon,2024,general,BLOOMSBURY BOROUGH,,School Board Member,3,False,2,Kaydeon Whidbee; John Albright,2,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,3,
hunterdon,2024,general,CALIFON BOROUGH,,School Board Member,3,False,2,Christopher Keiser; Charles Michael Reaves,2,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,3,
hunterdon,2024,general,CALIFON BOROUGH/TEWKSBURY TOWNSHIP,NORTH HUNTERDON - VOORHEES REGIONAL HIGH SCHOOL DISTRICT,School Board Member,3,False,1,Ralph Weigle; angeladeeneynhvboe2024@gmail.com,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,2,
hunterdon,2024,general,CITY OF LAMBERTVILLE,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,School Board Member,3,False,2,Martha Dennis; Brian R. Keyes Jr.,2,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,2,
hunterdon,2024,general,CLINTON TOWNSHIP,,School Board Member,3,False,3,Catherine Riihimaki; Rosa; Vanessa Preston,3,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,3,
hunterdon,2024,general,CLINTON TOWNSHIP,,School Board Member,2,True,1,Andrew Clarke,1,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,3,
hunterdon,2024,general,CLINTON TOWNSHIP/LEBANON BOROUGH,NORTH HUNTERDON - VOORHEES REGIONAL HIGH SCHOOL DISTRICT,School Board Member,3,False,1,Daniel Spanton; Rachel McLaughlin,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,1,
hunterdon,2024,general,DELAWARE TOWNSHIP,,School Board Member,3,False,3,Daniel Aiello; Mary K. Lyons; Jessica Stahl; Sarah Waverka; Christopher Leon,5,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,4,
hunterdon,2024,general,DELAWARE TOWNSHIP,HUNTERDON CENTRAL REGIONAL HIGH SCHOOL,School Board Member,3,False,1,Jessica HB Roethel; Jennifer Devine,2,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,1,
hunterdon,2024,general,EAST AMWELL TOWNSHIP,,School Board Member,3,False,3,Carole McGee; Christopher Thompson; Jason Bloom; Jaime Quinn; Chad Beyer; Amanda Sandford; Sean P. Murphy; Krista Austad,8,False,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,4,
hunterdon,2024,general,EAST AMWELL TOWNSHIP,,School Board Member,1,True,1,Vance Fox,1,True,0,True,https://www.co.hunterdon.nj.us/DocumentCenter/View/15174/UnOfficial--School-Board-Candidates-2024-PDF,school-board-candidates.pdf,4,
